,nearest_public_figure_id,econ,dipl,govt,scty,age,sex,study,work,nearest_result_id,date
1348,2.0,5.0,75.0,140.0,144.5,Between 18 and 25,M,High School,University Student,33.0,2021-01-25
1349,2.0,-5.0,75.0,145.0,139.5,Between 18 and 25,M,High School,University Student,33.0,2021-01-25
1350,2.0,87.5,40.0,57.5,142.0,Between 18 and 25,M,High School,Fixed Term Employee,2.0,2021-01-26
1351,2.0,60.0,-2.5,52.5,107.0,Less than 18,M,High School,Student,12.0,2021-01-26
1352,3.0,35.0,5.0,-10.0,23.5,Between 18 and 25,F,High School,Fixed Term Employee,13.0,2021-01-26
1353,3.0,30.0,0.0,-15.0,26.0,Between 18 and 25,F,High School,Fixed Term Employee,16.0,2021-01-26
1354,2.0,65.0,90.0,145.0,147.0,Between 18 and 25,F,High School,University Student,14.0,2021-01-26
1355,2.0,72.5,55.0,112.5,154.5,Less than 18,F,I'd rather not answer,Student,2.0,2021-01-26
1356,2.0,80.0,50.0,60.0,108.5,Between 46 and 55,F,High School,Permanent Employee,2.0,2021-01-26
1357,2.0,-10.0,32.5,92.5,107.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,33.0,2021-01-27
1358,2.0,35.0,32.5,60.0,71.0,Less than 18,M,High School,Student,21.0,2021-01-27
1359,5.0,32.5,-55.0,-62.5,-32.0,Between 18 and 25,M,Master's Degree,University Student,10.0,2021-01-27
1360,2.0,72.5,80.0,117.5,122.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0,2021-01-27
1361,5.0,60.0,-40.0,-70.0,11.0,Less than 18,M,Middle School,Student,9.0,2021-01-27
1362,4.0,45.0,-10.0,17.5,92.0,Less than 18,M,High School,Student,12.0,2021-01-27
1363,6.0,0.0,-5.0,20.0,41.0,Between 18 and 25,F,High School,University Student,28.0,2021-01-27
1364,3.0,0.0,-35.0,10.0,20.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2021-01-28
1365,2.0,62.5,40.0,70.0,116.0,Between 18 and 25,F,High School,University Student,14.0,2021-01-28
1366,5.0,12.5,-2.5,-17.5,24.0,Less than 18,M,Middle School,Student,27.0,2021-01-28
1367,2.0,40.0,30.0,52.5,96.0,Less than 18,F,I'd rather not answer,Student,21.0,2021-01-28
1368,6.0,52.5,-27.5,-20.0,51.0,Less than 18,M,Vocational qualification,Student,13.0,2021-01-28
1369,5.0,-2.5,-70.0,-130.0,-97.0,Between 18 and 25,M,Bachelor's Degree,I'd rather not answer,38.0,2021-01-28
1370,6.0,25.0,-20.0,-10.0,58.5,Between 18 and 25,M,High School,University Student,13.0,2021-01-28
1371,6.0,37.5,-22.5,-25.0,71.0,Between 18 and 25,M,High School,University Student,13.0,2021-01-28
1372,6.0,32.5,-35.0,-10.0,49.5,Between 18 and 25,M,High School,Looking for employment,13.0,2021-01-28
1373,5.0,40.0,0.0,-40.0,12.0,More than 65,M,PhD,Retired,16.0,2021-01-28
1374,5.0,-40.0,-70.0,-85.0,32.0,Between 18 and 25,M,High School,University Student,44.0,2021-01-28
1375,3.0,20.0,-30.0,-40.0,62.0,Between 18 and 25,M,High School,University Student,16.0,2021-01-28
1376,5.0,-45.0,-45.0,-25.0,37.0,Between 18 and 25,M,High School,University Student,41.0,2021-01-28
1377,5.0,-40.0,-45.0,-55.0,41.0,Between 18 and 25,M,High School,University Student,44.0,2021-01-28
1378,5.0,5.0,5.0,5.0,5.0,Between 18 and 25,M,High School,University Student,27.0,2021-01-28
1379,5.0,-50.0,-45.0,-40.0,26.0,Between 18 and 25,M,High School,University Student,44.0,2021-01-28
1380,5.0,-10.0,-65.0,-135.0,-54.5,Between 26 and 35,M,Master's Degree,Post-Doc,38.0,2021-01-28
1381,2.0,67.5,42.5,72.5,102.0,Between 18 and 25,M,High School,University Student,14.0,2021-01-28
1382,5.0,17.5,-45.0,-67.5,0.5,Between 18 and 25,N,Bachelor's Degree,Looking for employment,37.0,2021-01-28
1383,5.0,-80.0,-80.0,-110.0,-92.0,Between 56 and 65,F,PhD,Entrepreneur,39.0,2021-01-28
1384,4.0,-45.0,-17.5,55.0,52.0,Between 18 and 25,M,High School,Student,47.0,2021-01-28
1385,5.0,0.0,-60.0,-122.5,-77.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,38.0,2021-01-29
1386,2.0,65.0,37.5,100.0,122.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2021-01-29
1387,2.0,60.0,45.0,75.0,139.5,Between 18 and 25,F,I'd rather not answer,Student,14.0,2021-01-29
1388,4.0,62.5,0.0,22.5,94.5,Between 18 and 25,F,High School,Student,12.0,2021-01-29
1389,4.0,45.0,15.0,22.5,43.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2021-01-29
1390,5.0,-22.5,-40.0,-92.5,-66.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2021-01-29
1391,5.0,-2.5,-52.5,-102.5,-68.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2021-01-29
1392,5.0,42.5,-20.0,-40.0,-2.0,Less than 18,M,High School,Student,16.0,2021-01-29
1393,2.0,50.0,15.0,37.5,96.0,Less than 18,M,Middle School,Student,12.0,2021-01-29
1394,5.0,42.5,-35.0,-55.0,-14.5,Less than 18,M,High School,Student,10.0,2021-01-29
1395,2.0,45.0,22.5,47.5,86.0,Less than 18,M,Middle School,Student,21.0,2021-01-29
1396,2.0,67.5,30.0,57.5,102.0,Between 18 and 25,M,High School,University Student,2.0,2021-01-29
1397,5.0,20.0,10.0,-12.5,17.5,Between 26 and 35,F,First Level Master Degree,Entrepreneur,27.0,2021-01-29
1398,5.0,17.5,-5.0,-25.0,19.0,Between 46 and 55,F,Master's Degree,Permanent Employee,27.0,2021-01-29
1399,4.0,40.0,10.0,20.0,59.0,Between 56 and 65,M,Middle School,Freelance,12.0,2021-01-29
1400,6.0,-45.0,0.0,27.5,31.0,Between 46 and 55,M,PhD,Retired,41.0,2021-01-29
1401,5.0,20.0,-90.0,-140.0,-162.0,Between 18 and 25,F,Bachelor's Degree,Permanent Employee,38.0,2021-01-29
1402,5.0,20.0,-80.0,-190.0,-162.0,Less than 18,F,Middle School,Student,36.0,2021-01-29
1403,6.0,40.0,12.5,10.0,47.5,Between 18 and 25,F,High School,University Student,12.0,2021-01-29
1404,2.0,65.0,77.5,147.5,159.5,Between 18 and 25,M,Bachelor's Degree,University Student,1.0,2021-01-29
1405,2.0,55.0,62.5,62.5,110.0,Between 46 and 55,F,PhD,I'd rather not answer,14.0,2021-01-30
1406,4.0,67.5,-10.0,7.5,59.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2021-01-30
1407,6.0,17.5,17.5,30.0,14.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,28.0,2021-01-30
1408,4.0,47.5,5.0,5.0,83.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2021-01-30
1409,5.0,32.5,2.5,-55.0,-9.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0,2021-01-30
1410,5.0,-7.5,-47.5,-75.0,-49.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2021-01-30
1411,5.0,55.0,-20.0,-15.0,-7.0,Between 18 and 25,M,High School,Student,13.0,2021-01-31
1412,4.0,47.5,-5.0,20.0,81.0,Between 18 and 25,M,Vocational qualification,University Student,12.0,2021-01-31
1413,5.0,20.0,2.5,-42.5,41.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0,2021-01-31
1414,2.0,55.0,52.5,82.5,106.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2021-01-31
1415,2.0,52.5,17.5,55.0,92.0,Between 18 and 25,M,High School,University Student,12.0,2021-01-31
1416,2.0,62.5,30.0,42.5,116.0,Less than 18,M,Middle School,Student,12.0,2021-02-01
1417,5.0,32.5,2.5,-22.5,15.5,Less than 18,M,Middle School,I'd rather not answer,16.0,2021-02-01
1418,5.0,-7.5,-65.0,-72.5,-55.5,Between 18 and 25,M,Middle School,Looking for employment,30.0,2021-02-01
1419,2.0,47.5,40.0,80.0,97.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2021-02-01
1420,5.0,30.0,-32.5,-22.5,22.5,Between 18 and 25,M,I'd rather not answer,I'd rather not answer,16.0,2021-02-01
1421,5.0,-12.5,-55.0,-35.0,-65.5,Less than 18,M,Middle School,Retired,30.0,2021-02-01
1422,3.0,47.5,-20.0,-15.0,41.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0,2021-02-01
1423,5.0,5.0,12.5,-30.0,-9.5,Between 46 and 55,M,Middle School,I'd rather not answer,27.0,2021-02-01
1424,2.0,47.5,10.0,60.0,114.5,Between 18 and 25,N,Middle School,Permanent Employee,21.0,2021-02-01
1425,5.0,15.0,-55.0,-132.5,-54.5,More than 65,M,Master's Degree,Freelance,37.0,2021-02-01
1426,2.0,55.0,60.0,42.5,127.0,Less than 18,M,Middle School,Student,22.0,2021-02-01
1427,2.0,47.5,37.5,82.5,121.0,Less than 18,M,Middle School,Student,14.0,2021-02-01
1428,5.0,10.0,-22.5,-37.5,14.0,Between 18 and 25,M,Master's Degree,Permanent Employee,27.0,2021-02-01
1429,4.0,60.0,17.5,40.0,56.0,Less than 18,M,Middle School,Student,12.0,2021-02-01
1430,2.0,47.5,52.5,80.0,113.5,Less than 18,M,Middle School,Student,14.0,2021-02-01
1431,5.0,-40.0,-90.0,-160.0,-172.0,More than 65,M,I'd rather not answer,Retired,36.0,2021-02-01
1432,2.0,70.0,35.0,75.0,104.5,Between 18 and 25,F,High School,University Student,2.0,2021-02-02
1433,4.0,42.5,10.0,12.5,98.0,Less than 18,F,I'd rather not answer,Student,12.0,2021-02-02
1434,4.0,17.5,20.0,60.0,46.0,Between 46 and 55,M,Master's Degree,Public Employee,28.0,2021-02-02
1435,2.0,42.5,32.5,57.5,95.0,Less than 18,M,Middle School,Student,21.0,2021-02-02
1436,5.0,50.0,-30.0,-42.5,21.5,Less than 18,M,Middle School,Student,9.0,2021-02-02
1437,5.0,22.5,-77.5,-127.5,-59.5,Between 18 and 25,M,Vocational qualification,University Student,37.0,2021-02-02
1438,5.0,0.0,0.0,0.0,0.0,,,,,27.0,2021-02-02
1439,4.0,50.0,17.5,35.0,64.5,Between 18 and 25,M,High School,University Student,12.0,2021-02-02
1440,2.0,2.5,17.5,90.0,89.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,33.0,2021-02-02
1441,4.0,52.5,12.5,-2.5,93.0,Less than 18,M,Middle School,Student,12.0,2021-02-02
1442,2.0,47.5,-10.0,77.5,57.0,Less than 18,M,Middle School,Student,19.0,2021-02-02
1443,2.0,57.5,22.5,65.0,94.5,Less than 18,M,Middle School,Student,21.0,2021-02-02
1444,5.0,37.5,-70.0,-157.5,-42.0,Less than 18,M,High School,Student,24.0,2021-02-03
1445,5.0,40.0,-30.0,-147.5,-17.0,Less than 18,M,High School,Student,10.0,2021-02-03
1446,5.0,10.0,-57.5,-67.5,-3.5,Between 18 and 25,M,High School,I'd rather not answer,37.0,2021-02-03
1447,4.0,5.0,15.0,20.0,47.0,Less than 18,M,Middle School,Student,28.0,2021-02-03
1448,5.0,52.5,-10.0,-72.5,-2.0,Between 46 and 55,M,High School,I'd rather not answer,9.0,2021-02-03
1449,3.0,47.5,15.0,-20.0,20.5,Between 46 and 55,F,I'd rather not answer,I'd rather not answer,13.0,2021-02-03
1450,2.0,70.0,70.0,112.5,149.5,Between 18 and 25,M,I'd rather not answer,Student,2.0,2021-02-03
1451,2.0,85.0,50.0,57.5,121.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0,2021-02-03
1452,4.0,62.5,5.0,32.5,66.0,Less than 18,M,Middle School,Student,12.0,2021-02-03
1453,2.0,60.0,32.5,60.0,101.0,Between 18 and 25,F,High School,Student,14.0,2021-02-03
1454,2.0,62.5,32.5,72.5,101.0,Between 18 and 25,F,High School,Student,14.0,2021-02-03
1455,2.0,42.5,40.0,72.5,132.0,Less than 18,M,Middle School,Student,22.0,2021-02-04
1456,4.0,30.0,15.0,45.0,70.0,Less than 18,M,Middle School,Student,19.0,2021-02-04
1457,5.0,-20.0,-80.0,-110.0,-72.0,Less than 18,M,Middle School,Student,38.0,2021-02-04
1458,2.0,72.5,45.0,55.0,127.0,Between 18 and 25,M,High School,University Student,2.0,2021-02-04
1459,2.0,85.0,47.5,97.5,159.5,Less than 18,M,Middle School,Student,2.0,2021-02-04
1460,5.0,-32.5,-60.0,-67.5,-11.5,Between 36 and 45,M,Master's Degree,Permanent Employee,30.0,2021-02-04
1461,5.0,40.0,-57.5,-100.0,-37.0,Less than 18,M,I'd rather not answer,Student,10.0,2021-02-05
1462,5.0,45.0,-7.5,-37.5,-11.0,Between 36 and 45,M,High School,I'd rather not answer,16.0,2021-02-05
1463,5.0,60.0,-35.0,-62.5,11.5,Less than 18,M,I'd rather not answer,Student,9.0,2021-02-05
1464,6.0,65.0,-12.5,-15.0,73.0,Less than 18,M,High School,Student,12.0,2021-02-06
1465,6.0,65.0,-7.5,-15.0,78.0,Less than 18,M,I'd rather not answer,Student,12.0,2021-02-06
1466,4.0,45.0,30.0,42.5,65.0,Between 26 and 35,F,First Level Master Degree,Freelance,19.0,2021-02-06
1467,2.0,60.0,72.5,135.0,129.5,Between 18 and 25,M,High School,Fixed Term Employee,14.0,2021-02-06
1468,4.0,52.5,20.0,17.5,78.5,Between 56 and 65,F,High School,I'd rather not answer,12.0,2021-02-06
1469,5.0,-10.0,-32.5,-100.0,-47.0,Less than 18,M,Middle School,Student,30.0,2021-02-06
1470,2.0,25.0,30.0,52.5,76.0,Between 36 and 45,M,High School,Fixed Term Employee,19.0,2021-02-06
1471,2.0,52.5,45.0,92.5,129.5,Between 18 and 25,M,High School,Fixed Term Employee,14.0,2021-02-07
1472,2.0,50.0,37.5,42.5,97.5,Less than 18,M,Middle School,Student,21.0,2021-02-07
1473,3.0,57.5,25.0,-2.5,8.0,Between 46 and 55,F,High School,Freelance,12.0,2021-02-07
1474,5.0,57.5,-15.0,-57.5,12.0,Less than 18,M,Middle School,Student,9.0,2021-02-07
1475,5.0,37.5,-55.0,-150.0,-42.0,Less than 18,M,High School,Student,24.0,2021-02-07
1476,5.0,37.5,-50.0,-150.0,-27.0,Less than 18,M,High School,Student,37.0,2021-02-07
1477,5.0,20.0,-70.0,-130.0,-72.0,Less than 18,M,High School,Student,24.0,2021-02-07
1478,5.0,20.0,-50.0,-110.0,-52.0,Less than 18,M,High School,Student,37.0,2021-02-07
1479,5.0,20.0,-50.0,-110.0,-67.0,Less than 18,M,High School,Student,17.0,2021-02-08
1480,2.0,70.0,32.5,97.5,142.0,Between 18 and 25,F,High School,University Student,2.0,2021-02-08
1481,2.0,57.5,40.0,62.5,91.0,Between 56 and 65,F,High School,Looking for employment,14.0,2021-02-08
1482,2.0,50.0,35.0,60.0,112.0,Less than 18,M,I'd rather not answer,Student,21.0,2021-02-08
1483,5.0,40.0,0.0,-40.0,12.0,Between 36 and 45,F,Master's Degree,Fixed Term Employee,16.0,2021-02-08
1484,5.0,32.5,-35.0,-82.5,-15.5,Between 26 and 35,F,Bachelor's Degree,University Student,10.0,2021-02-08
1485,6.0,42.5,-17.5,-5.0,48.0,Less than 18,M,High School,Student,13.0,2021-02-09
1486,2.0,30.0,32.5,82.5,99.5,Between 18 and 25,M,High School,University Student,21.0,2021-02-09
1487,6.0,50.0,5.0,2.5,56.0,Less than 18,M,Vocational qualification,Student,12.0,2021-02-09
1488,6.0,52.5,10.0,-32.5,91.5,Less than 18,M,Middle School,Student,12.0,2021-02-09
1489,5.0,22.5,-50.0,-112.5,-29.5,Less than 18,M,Vocational qualification,Student,37.0,2021-02-09
1490,2.0,67.5,70.0,92.5,122.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2021-02-09
1491,3.0,50.0,12.5,-35.0,30.5,I'd rather not answer,N,I'd rather not answer,Retired,13.0,2021-02-09
1492,4.0,52.5,15.0,35.0,74.5,Between 36 and 45,M,Middle School,Permanent Employee,12.0,2021-02-10
1493,2.0,75.0,65.0,137.5,142.0,Between 26 and 35,M,Master's Degree,Freelance,2.0,2021-02-10
1494,5.0,22.5,-70.0,-140.0,-80.0,Less than 18,M,High School,Student,24.0,2021-02-10
1495,2.0,65.0,35.0,65.0,118.5,Less than 18,M,Middle School,Student,14.0,2021-02-11
1496,6.0,60.0,15.0,-27.5,41.5,More than 65,M,Master's Degree,Retired,12.0,2021-02-11
1497,3.0,60.0,-2.5,-20.0,37.5,More than 65,F,Middle School,Retired,13.0,2021-02-11
1498,2.0,60.0,25.0,50.0,103.5,Less than 18,M,Middle School,Student,12.0,2021-02-11
1499,5.0,60.0,10.0,-60.0,-2.0,Between 26 and 35,M,High School,Looking for employment,9.0,2021-02-11
1500,6.0,20.0,15.0,0.0,29.5,Less than 18,M,I'd rather not answer,I'd rather not answer,28.0,2021-02-12
1501,2.0,62.5,62.5,107.5,132.0,Between 18 and 25,F,High School,University Student,14.0,2021-02-12
1502,2.0,80.0,50.0,125.0,144.5,Between 18 and 25,F,High School,University Student,2.0,2021-02-12
1503,4.0,40.0,7.5,25.0,68.5,Between 56 and 65,F,High School,Fixed Term Employee,12.0,2021-02-12
1504,5.0,52.5,-45.0,-130.0,-27.0,Less than 18,M,High School,Student,10.0,2021-02-12
1505,2.0,57.5,55.0,90.0,124.5,Between 18 and 25,F,High School,University Student,14.0,2021-02-12
1506,2.0,52.5,60.0,122.5,139.5,Between 18 and 25,F,High School,University Student,14.0,2021-02-12
1507,2.0,32.5,62.5,112.5,129.5,Between 18 and 25,F,High School,University Student,14.0,2021-02-12
1508,2.0,70.0,70.0,150.0,162.0,Between 18 and 25,F,High School,University Student,1.0,2021-02-12
1509,2.0,45.0,82.5,150.0,142.0,Between 18 and 25,F,High School,University Student,14.0,2021-02-12
1510,2.0,35.0,55.0,120.0,127.0,Between 18 and 25,F,High School,University Student,14.0,2021-02-12
1511,2.0,37.5,25.0,55.0,68.5,Between 18 and 25,F,High School,University Student,19.0,2021-02-12
1512,5.0,60.0,-20.0,-120.0,-2.0,Less than 18,M,High School,Student,9.0,2021-02-13
1513,5.0,40.0,-20.0,-140.0,-2.0,Less than 18,M,High School,Student,10.0,2021-02-13
1514,5.0,40.0,-20.0,-160.0,-2.0,Less than 18,M,High School,Student,25.0,2021-02-13
1515,5.0,40.0,0.0,-60.0,12.0,Less than 18,M,High School,Student,16.0,2021-02-13
1516,2.0,70.0,27.5,7.5,104.5,Between 18 and 25,F,High School,Student,12.0,2021-02-13
1517,4.0,72.5,17.5,0.0,107.0,Between 18 and 25,F,High School,University Student,12.0,2021-02-13
1518,2.0,35.0,25.0,45.0,124.5,Between 18 and 25,M,Bachelor's Degree,Student,21.0,2021-02-13
1519,2.0,45.0,40.0,32.5,107.0,Between 18 and 25,M,Bachelor's Degree,Student,21.0,2021-02-13
1520,5.0,-20.0,-90.0,-160.0,-142.0,Less than 18,M,PhD,Entrepreneur,36.0,2021-02-13
1521,5.0,37.5,-15.0,-67.5,-51.0,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,10.0,2021-02-14
1522,5.0,47.5,-72.5,-102.5,-28.5,Between 18 and 25,M,I'd rather not answer,Student,10.0,2021-02-14
1523,2.0,45.0,50.0,70.0,126.0,Less than 18,F,High School,University Student,14.0,2021-02-14
1524,5.0,80.0,0.0,-80.0,3.0,Less than 18,M,High School,Student,8.0,2021-02-14
1525,5.0,40.0,-50.0,-110.0,-62.0,Less than 18,M,High School,Student,17.0,2021-02-14
1526,5.0,40.0,-30.0,-130.0,-47.0,Less than 18,M,High School,Student,10.0,2021-02-14
1527,2.0,45.0,42.5,65.0,81.5,Between 26 and 35,M,High School,Student,21.0,2021-02-14
1528,5.0,60.0,-10.0,-55.0,18.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-14
1529,5.0,30.0,-50.0,-60.0,-19.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,10.0,2021-02-14
1530,5.0,65.0,-5.0,-55.0,23.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-14
1531,2.0,85.0,55.0,82.5,94.5,Less than 18,M,Middle School,Student,2.0,2021-02-14
1532,5.0,20.0,-55.0,-62.5,-19.5,Between 18 and 25,M,High School,Permanent Employee,37.0,2021-02-14
1533,4.0,2.5,0.0,60.0,59.5,Between 18 and 25,M,High School,I'd rather not answer,28.0,2021-02-14
1534,5.0,65.0,-10.0,-65.0,23.0,Between 18 and 25,M,High School,Student,9.0,2021-02-14
1535,5.0,-12.5,-45.0,-62.5,-9.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2021-02-14
1536,2.0,-2.5,15.0,72.5,69.5,Between 18 and 25,M,High School,I'd rather not answer,28.0,2021-02-14
1537,5.0,72.5,-10.0,-52.5,25.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-14
1538,6.0,72.5,-5.0,0.0,31.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2021-02-14
1539,4.0,-60.0,0.0,130.0,-18.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,49.0,2021-02-14
1540,4.0,72.5,-5.0,-7.5,69.0,Less than 18,M,Middle School,Student,12.0,2021-02-14
1541,2.0,-60.0,50.0,150.0,22.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,48.0,2021-02-15
1542,5.0,60.0,-40.0,-160.0,-42.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,7.0,2021-02-15
1543,5.0,72.5,-15.0,-62.5,20.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-15
1544,5.0,0.0,5.0,-5.0,0.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2021-02-15
1545,5.0,60.0,-20.0,-100.0,-22.0,Less than 18,M,High School,Student,8.0,2021-02-15
1546,2.0,77.5,25.0,47.5,136.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0,2021-02-15
1547,6.0,62.5,10.0,5.0,46.5,Less than 18,M,High School,Student,12.0,2021-02-15
1548,2.0,70.0,22.5,35.0,120.5,Between 18 and 25,M,I'd rather not answer,I'd rather not answer,12.0,2021-02-15
1549,2.0,67.5,52.5,67.5,89.5,Between 18 and 25,F,High School,University Student,14.0,2021-02-15
1550,4.0,-50.0,50.0,120.0,-38.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,47.0,2021-02-15
1551,2.0,75.0,30.0,67.5,97.0,Between 18 and 25,F,High School,University Student,2.0,2021-02-15
1552,4.0,87.5,5.0,5.0,92.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,4.0,2021-02-15
1553,3.0,90.0,-30.0,-50.0,57.0,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,5.0,2021-02-15
1554,6.0,82.5,-20.0,-12.5,57.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2021-02-15
1555,4.0,87.5,-20.0,2.5,82.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2021-02-15
1556,2.0,45.0,100.0,140.0,172.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2021-02-15
1557,5.0,77.5,-10.0,-60.0,33.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-15
1558,5.0,40.0,0.0,-40.0,12.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0,2021-02-15
1559,5.0,22.5,-2.5,-52.5,-38.5,Between 18 and 25,M,High School,University Student,20.0,2021-02-15
1560,2.0,25.0,30.0,60.0,77.0,Between 18 and 25,F,High School,University Student,19.0,2021-02-15
1561,3.0,22.5,-12.5,-17.5,33.0,Between 18 and 25,M,High School,University Student,16.0,2021-02-15
1562,5.0,55.0,12.5,-40.0,28.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0,2021-02-15
1563,5.0,47.5,-50.0,-40.0,-2.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0,2021-02-15
1564,4.0,42.5,12.5,60.0,64.5,Less than 18,M,High School,Student,19.0,2021-02-15
1565,2.0,-50.0,50.0,150.0,42.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,35.0,2021-02-16
1566,5.0,0.0,-2.5,-22.5,4.0,Less than 18,M,High School,Student,27.0,2021-02-16
1567,2.0,65.0,52.5,70.0,132.0,Less than 18,M,Middle School,Student,2.0,2021-02-16
1568,2.0,45.0,50.0,70.0,122.0,Between 18 and 25,M,Middle School,Student,14.0,2021-02-16
1569,5.0,5.0,5.0,-12.5,11.5,Less than 18,M,Middle School,Student,27.0,2021-02-16
1570,5.0,12.5,-65.0,-22.5,18.5,Less than 18,M,High School,Student,27.0,2021-02-16
1571,3.0,22.5,-15.0,-22.5,36.5,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,16.0,2021-02-16
1572,5.0,-5.0,-75.0,-70.0,-3.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0,2021-02-16
1573,5.0,15.0,-62.5,-142.5,-59.5,Between 18 and 25,M,High School,Student,24.0,2021-02-16
1574,5.0,35.0,-37.5,-22.5,-2.5,Between 26 and 35,M,High School,Permanent Employee,16.0,2021-02-16
1575,5.0,17.5,15.0,-35.0,-14.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2021-02-16
1576,5.0,85.0,12.5,-50.0,10.5,Less than 18,M,Middle School,Student,6.0,2021-02-16
1577,2.0,2.5,15.0,52.5,92.0,Between 18 and 25,M,High School,Student,19.0,2021-02-16
1578,5.0,5.0,0.0,-10.0,0.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2021-02-16
1579,5.0,70.0,-25.0,-85.0,18.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-16
1580,5.0,80.0,-15.0,-75.0,28.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,6.0,2021-02-16
1581,5.0,80.0,-15.0,-80.0,23.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,6.0,2021-02-16
1582,5.0,20.0,-35.0,-135.0,-62.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0,2021-02-16
1583,2.0,35.0,80.0,120.0,152.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2021-02-16
1584,5.0,-17.5,-55.0,-75.0,-47.0,Between 18 and 25,M,High School,University Student,30.0,2021-02-16
1585,5.0,20.0,-60.0,-85.0,-34.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0,2021-02-16
1586,2.0,47.5,25.0,52.5,91.0,Less than 18,M,Middle School,Student,21.0,2021-02-16
1587,5.0,45.0,-32.5,-72.5,-9.5,Less than 18,M,High School,Student,10.0,2021-02-16
1588,5.0,75.0,-20.0,-85.0,8.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-16
1589,5.0,80.0,-15.0,-80.0,13.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-16
1590,5.0,30.0,-2.5,-37.5,-2.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0,2021-02-16
1591,5.0,75.0,-20.0,-90.0,3.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,8.0,2021-02-16
1592,5.0,75.0,-20.0,-85.0,13.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-16
1593,5.0,-70.0,-20.0,90.0,-48.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,49.0,2021-02-16
